Job No,Date,Client,Type Of Txn,Filmed By,Antenna,Location,Satellite,Txp,Sat Charges Paid,Sat Provider,Duration,Pricing,Engineer2,Comments,Guest / Reporter,Studio,Camera,Guest fee,Duration_in_minutes
1716,04-Apr-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
1717,04-Apr-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:15,275,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,15
1718,04-Apr-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:40,260,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,40
1720,04-Apr-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,1(6thfloor),Sony XDcam X320,Payment,15
1721,04-Apr-22,trt,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:05,265,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,5
1722,04-Apr-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
1723,04-Apr-22,ap mes,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,250,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
1724,04-Apr-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:15,130,Engineer,Comment,Guest / Reporter,4(4thfloor),Sony XDcam X320,Payment,15
1725,04-Apr-22,dw,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:50,650,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,50
1726,04-Apr-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:30,475,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,30
1727,04-Apr-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,15
1728,04-Apr-22,ap gms,live studio transmission,Cameraman,FLW,NO Specific Location,E10A,B2,Client,No Sat Provider,0:30,400,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,30
1729,04-Apr-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,15
1730,04-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1731,04-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:30,48,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,30
1732,04-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1733,04-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1734,04-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1735,04-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
1736,04-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:40,64,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,40
1737,04-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:35,56,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,35
1738,04-Apr-22,other,sng,NO Cameraman,Dacia G175677,Assigned Location,E21B,Slot 3 7A,ISOL,Noorsat,1:00,530,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,60
1739,05-Apr-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
1743,05-Apr-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch Y,Client,No Sat Provider,0:15,275,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,15
1744,05-Apr-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 3,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,15
1745,05-Apr-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,1(6thfloor),Sony XDcam X150,Payment,15
1746,05-Apr-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
1747,05-Apr-22,al-awael,live studio transmission,Cameraman,VPS,NO Specific Location,E36B,Ch 1,Client,No Sat Provider,0:30,100,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,30
1748,05-Apr-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:30,500,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,30
1749,05-Apr-22,al-awael,live studio transmission,Cameraman,VPS,NO Specific Location,E36B,Ch 1,No Sat Charges,No Sat Provider,0:30,100,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,30
1750,05-Apr-22,al mamlaka,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:20,300,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,20
1751,05-Apr-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,other,,Payment,15
1752,05-Apr-22,dw,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:30,410,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,30
1753,05-Apr-22,russian today,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:15,130,Engineer,Comment,Guest / Reporter,1(6thfloor),,Payment,15
1754,05-Apr-22,dw,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:30,410,Engineer,Comment,Guest / Reporter,3(5thfloor),Sony HDV270,Payment,30
1755,05-Apr-22,alghad tv,live studio transmission,NO Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:30,475,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,30
1756,05-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
1757,05-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1758,05-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
1759,05-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1760,05-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:40,64,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,40
1761,05-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1762,05-Apr-22,other,sng,NO Cameraman,Dacia G175677,Assigned Location,E21B,Slot 3 7A,ISOL,Noorsat,1:00,530,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,60
1764,06-Apr-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,15
1765,06-Apr-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
1766,06-Apr-22,abu dhabi tv,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:05,275,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,5
1767,06-Apr-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 3,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,15
1768,06-Apr-22,trt arabic,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:05,265,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,5
1769,06-Apr-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,1(6thfloor),Sony XDcam X150,Payment,15
1771,06-Apr-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:20,140,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,20
1772,06-Apr-22,trt arabic,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,265,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
1773,06-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
1774,06-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1775,06-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1776,06-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:40,64,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,40
1777,06-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
1778,06-Apr-22,other,sng,NO Cameraman,Dacia G175677,Assigned Location,E21B,Slot 3 7A,ISOL,Noorsat,1:00,530,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,60
1780,07-Apr-22,trt arabic,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,265,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
1782,07-Apr-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
1783,07-Apr-22,al-awael,live studio transmission,Cameraman,VPS,NO Specific Location,E36B,Ch 1,Client,No Sat Provider,0:30,100,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,30
1786,07-Apr-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,15
1787,07-Apr-22,ap gms,live position transmission,Cameraman,FLW,NO Specific Location,E10A,B2,Client,No Sat Provider,0:15,400,Engineer,Comment,Guest / Reporter,underthebuilding,,No Payment,15
1788,07-Apr-22,al-awael,live studio transmission,Cameraman,VPS,NO Specific Location,E36B,Ch 1,Client,No Sat Provider,0:30,100,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,30
1789,07-Apr-22,ap gms,other txn,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,50,Engineer,Comment,Guest / Reporter,No Studio,,No Payment,10
1790,07-Apr-22,al mamlaka,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:15,250,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,15
1791,07-Apr-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
1792,07-Apr-22,other,live studio transmission,Cameraman,FLW,NO Specific Location,E10A,Other Txp,Client,No Sat Provider,3:00,300,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,180
1793,07-Apr-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:25,230,Engineer,Comment,Guest / Reporter,4(4thfloor),,Payment,25
1794,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1795,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1796,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1797,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1798,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1799,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1800,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:25,40,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,25
1801,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1802,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1803,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
1804,07-Apr-22,pmp,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:25,60,Engineer,No Comment,No Guest / Reporter,No Studio,,Payment,25
1805,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:35,56,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,35
1806,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1807,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:40,64,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,40
1808,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1809,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:30,48,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,30
1810,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
1811,07-Apr-22,pmp,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:15,36,Engineer,No Comment,No Guest / Reporter,No Studio,,No Payment,15
1812,07-Apr-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:30,48,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,30
1813,07-Apr-22,pmp,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:15,36,Engineer,No Comment,No Guest / Reporter,No Studio,,No Payment,15
1814,07-Apr-22,pmp,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:15,36,Engineer,No Comment,No Guest / Reporter,No Studio,,No Payment,15
1815,07-Apr-22,other,sng,NO Cameraman,Dacia G175677,Assigned Location,E21B,Slot 3 7A,ISOL,Noorsat,1:00,530,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,60
1816,07-Apr-22,other,other txn,NO Cameraman,No Antenna,Assigned Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,3:50,"1,170.00",Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,230
1818,08-Apr-22,trt,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,15
1820,08-Apr-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
1821,08-Apr-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:20,180,Engineer,Comment,Guest / Reporter,4(4thfloor),Sony XDcam X320,Payment,20
1822,08-Apr-22,trt arabic,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,265,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
1824,08-Apr-22,bbc arabic,live position transmission,Cameraman,FLW,NO Specific Location,E16A,Ch Y,Client,No Sat Provider,0:15,275,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
1825,08-Apr-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:20,335,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,20
1826,08-Apr-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch Y,Client,No Sat Provider,0:15,275,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,15
1827,08-Apr-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,1(6thfloor),Sony XDcam X150,Payment,15
1830,08-Apr-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
1831,08-Apr-22,ap mes,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,350,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
1832,08-Apr-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,15
